State,Sector,Year,Employment (2012=100),Employment (percent change),Hourly labor compensation (2012=100),Hourly labor compensation (percent change),Hourly labor compensation cost ($/hour),Hourly labor compensation cost (percent change),Hours (2012=100),Hours (percent change),Implicit output deflator (2012=100),Implicit output deflator (percent change),Labor compensation (2012=100),Labor compensation (percent change),Labor compensation cost (million $),Labor compensation cost (percent change),Labor productivity (2012=100),Labor productivity (percent change),Number of employees (percent change),Number of employees (thousands),Number of hours (millions),Number of hours (percent change),Output (2012=100),Output (percent change),Output per employee (2012=100),Output per employee (percent change),Real hourly labor compensation (2012=100),Real hourly labor compensation (percent change),Real hourly labor compensation cost ($/hour),Real hourly labor compensation cost (percent change),Real labor compensation (2012=100),Real labor compensation (percent change),Real labor compensation cost (million $),Real labor compensation cost (percent change),Unit labor cost (2012=100),Unit labor cost (percent change),Value of production (million $),Value of production (percent change)
Louisiana,Private Nonfarm,2014,104.699,2.1,105.115,2.2,32.722,2.2,104.468,3.7,101.497,0.9,109.811,6.0,101717.879,6.0,96.9,0.9,2.1,1785.393,3108.55,3.7,101.23,4.6,96.687,2.4,102.414,0.9,34.997,0.9,106.989,4.6,108789.024,4.6,108.477,1.4,200187.765,5.5
Louisiana,Private Nonfarm,2015,104.793,0.1,107.721,2.5,33.533,2.5,103.598,-0.8,99.445,-2.0,111.597,1.6,103372.304,1.6,97.14,0.2,0.1,1787.011,3082.67,-0.8,100.635,-0.6,96.031,-0.7,105.246,2.8,35.965,2.8,109.033,1.9,110867.228,1.9,110.893,2.2,194988.671,-2.6
Louisiana,Private Nonfarm,2016,103.883,-0.9,109.317,1.5,34.03,1.5,100.565,-2.9,97.734,-1.7,109.935,-1.5,101832.482,-1.5,97.953,0.8,-0.9,1771.478,2992.418,-2.9,98.506,-2.1,94.824,-1.3,106.257,1.0,36.31,1.0,106.857,-2.0,108655.185,-2.0,111.602,0.6,187580.033,-3.8
Louisiana,Private Nonfarm,2017,104.896,1.0,110.638,1.2,34.441,1.2,102.588,2.0,101.795,4.2,113.502,3.2,105136.679,3.2,97.591,-0.4,1.0,1788.763,3052.633,2.0,100.117,1.6,95.444,0.7,105.665,-0.6,36.108,-0.6,108.4,1.4,110223.459,1.4,113.369,1.6,198568.975,5.9
Louisiana,Private Nonfarm,2018,105.88,0.9,112.735,1.9,35.094,1.9,104.928,2.3,107.172,5.3,118.29,4.2,109571.887,4.2,98.264,0.7,0.9,1805.532,3122.241,2.3,103.106,3.0,97.381,2.0,105.8,0.1,36.154,0.1,111.013,2.4,112880.892,2.4,114.726,1.2,215299.391,8.4
Louisiana,Private Nonfarm,2019,105.186,-0.7,115.822,2.7,36.055,2.7,104.69,-0.2,108.146,0.9,121.254,2.5,112317.084,2.5,100.002,1.8,-0.7,1793.703,3115.158,-0.2,104.692,1.5,99.531,2.2,106.766,0.9,36.484,0.9,111.773,0.7,113653.379,0.7,115.819,1.0,220597.405,2.5
Maine,Private Nonfarm,2007,104.95,,91.141,,26.677,,105.082,,91.356,,95.773,,25928.348,,97.066,,,592.649,971.941,,101.999,,97.188,,101.588,,30.319,,106.751,,29467.94,,93.896,,37919.286,
Maine,Private Nonfarm,2008,103.388,-1.5,93.511,2.6,27.371,2.6,104.212,-0.8,92.82,1.6,97.45,1.8,26382.321,1.8,97.425,0.4,-1.5,583.828,963.893,-0.8,101.529,-0.5,98.202,1.0,100.335,-1.2,29.945,-1.2,104.562,-2.1,28863.686,-2.1,95.982,2.2,38349.238,1.1
Maine,Private Nonfarm,2009,99.847,-3.4,96.626,3.3,28.283,3.3,97.607,-6.3,95.665,3.1,94.315,-3.2,25533.588,-3.2,101.416,4.1,-3.4,563.832,902.802,-6.3,98.99,-2.5,99.141,1.0,103.909,3.6,31.012,3.6,101.423,-3.0,27997.266,-3.0,95.277,-0.7,38536.402,0.5
Maine,Private Nonfarm,2010,98.558,-1.3,97.197,0.6,28.449,0.6,97.972,0.4,96.261,0.6,95.225,1.0,25780.146,1.0,102.751,1.3,-1.3,556.552,906.172,0.4,100.667,1.7,102.14,3.0,104.155,0.2,31.085,0.2,102.042,0.6,28168.149,0.6,94.594,-0.7,39433.235,2.3
Maine,Private Nonfarm,2011,98.531,0.0,98.429,1.3,28.81,1.3,98.159,0.2,97.566,1.4,96.617,1.5,26156.919,1.5,101.8,-0.9,0.0,556.396,907.907,0.2,99.927,-0.7,101.417,-0.7,101.641,-2.4,30.334,-2.4,99.77,-2.2,27540.855,-2.2,96.688,2.2,39673.771,0.6
Maine,Private Nonfarm,2012,100.0,1.5,100.0,1.6,29.27,1.6,100.0,1.9,100.0,2.5,100.0,3.5,27072.78,3.5,100.0,-1.8,1.5,564.695,924.931,1.9,100.0,0.1,100.0,-1.4,100.0,-1.6,29.845,-1.6,100.0,0.2,27604.404,0.2,100.0,3.4,40693.529,2.6
Maine,Private Nonfarm,2013,101.101,1.1,101.993,2.0,29.853,2.0,100.671,0.7,102.171,2.2,102.677,2.7,27797.618,2.7,98.926,-1.1,1.1,570.911,931.135,0.7,99.59,-0.4,98.505,-1.5,100.403,0.4,29.965,0.4,101.076,1.1,27901.513,1.1,103.101,3.1,41406.237,1.8
Maine,Private Nonfarm,2014,100.752,-0.3,104.337,2.3,30.54,2.3,100.168,-0.5,104.221,2.0,104.512,1.8,28294.311,1.8,101.212,2.3,-0.3,568.943,926.481,-0.5,101.381,1.8,100.624,2.2,101.512,1.1,30.296,1.1,101.683,0.6,28068.856,0.6,103.088,0.0,42997.082,3.8
Maine,Private Nonfarm,2015,104.473,3.7,106.624,2.2,31.209,2.2,105.306,5.1,106.748,2.4,112.281,7.4,30397.682,7.4,97.502,-3.7,3.7,589.955,974.01,5.1,102.676,1.3,98.28,-2.3,102.419,0.9,30.567,0.9,107.854,6.1,29772.437,6.1,109.355,6.1,44601.916,3.7
Maine,Private Nonfarm,2016,105.985,1.4,109.897,3.1,32.167,3.1,105.52,0.2,108.577,1.7,115.963,3.3,31394.442,3.3,99.397,1.9,1.4,598.49,975.984,0.2,104.884,2.2,98.961,0.7,104.011,1.6,31.042,1.6,109.752,1.8,30296.343,1.8,110.564,1.1,46341.74,3.9
Maine,Private Nonfarm,2017,106.917,0.9,113.889,3.6,33.335,3.6,106.332,0.8,110.003,1.3,121.101,4.4,32785.327,4.4,101.422,2.0,0.9,603.757,983.496,0.8,107.844,2.8,100.867,1.9,105.982,1.9,31.63,1.9,112.692,2.7,31108.002,2.7,112.292,1.6,48275.484,4.2
Maine,Private Nonfarm,2018,106.37,-0.5,117.357,3.0,34.351,3.0,106.966,0.6,112.326,2.1,125.532,3.7,33985.043,3.7,103.366,1.9,-0.5,600.663,989.359,0.6,110.566,2.5,103.945,3.1,105.649,-0.3,31.531,-0.3,113.008,0.3,31195.131,0.3,113.536,1.1,50539.252,4.7
Maine,Private Nonfarm,2019,106.595,0.2,123.295,5.1,36.089,5.1,106.079,-0.8,114.539,2.0,130.79,4.2,35408.51,4.2,106.509,3.0,0.2,601.934,981.157,-0.8,112.984,2.2,105.994,2.0,109.022,3.2,32.537,3.2,115.649,2.3,31924.337,2.3,115.76,2.0,52661.515,4.2
Maryland,Private Nonfarm,2007,103.049,,86.743,,33.75,,105.532,,92.945,,91.542,,130410.066,,88.61,,,2305.769,3864.024,,93.512,,90.745,,96.119,,34.08,,101.436,,131685.092,,97.893,,203110.636,
Maryland,Private Nonfarm,2008,102.39,-0.6,89.422,3.1,34.792,3.1,104.176,-1.3,94.278,1.4,93.156,1.8,132710.022,1.8,90.198,1.8,-0.6,2291.027,3814.365,-1.3,93.964,0.5,91.77,1.1,95.385,-0.8,33.82,-0.8,99.368,-2.0,129001.001,-2.0,99.14,1.3,207019.33,1.9
Maryland,Private Nonfarm,2009,98.293,-4.0,92.035,2.9,35.809,2.9,99.476,-4.5,96.512,2.4,91.553,-1.7,130426.098,-1.7,93.421,3.6,-4.0,2199.356,3642.29,-4.5,92.931,-1.1,94.545,3.0,97.607,2.3,34.607,2.3,97.095,-2.3,126049.789,-2.3,98.517,-0.6,209597.512,1.2
Maryland,Private Nonfarm,2010,97.048,-1.3,95.041,3.3,36.978,3.3,97.616,-1.9,96.67,0.2,92.776,1.3,132168.351,1.3,99.722,6.7,-1.3,2171.481,3574.206,-1.9,97.345,4.7,100.307,6.1,99.377,1.8,35.235,1.8,97.008,-0.1,125936.837,-0.1,95.306,-3.3,219911.26,4.9
Maryland,Private Nonfarm,2011,98.903,1.9,96.981,2.0,37.733,2.0,100.183,2.6,97.966,1.3,97.158,4.7,138410.422,4.7,99.333,-0.4,1.9,2213.0,3668.165,2.6,99.514,2.2,100.618,0.3,98.412,-1.0,34.893,-1.0,98.592,1.6,127993.24,1.6,97.632,2.4,227825.18,3.6
Maryland,Private Nonfarm,2012,100.0,1.1,100.0,3.1,38.908,3.1,100.0,-0.2,100.0,2.1,100.0,2.9,142459.725,2.9,100.0,0.7,1.1,2237.544,3661.48,-0.2,100.0,0.5,100.0,-0.6,100.0,1.6,35.456,1.6,100.0,1.4,129821.137,1.4,100.0,2.4,233690.598,2.6
Maryland,Private Nonfarm,2013,100.75,0.8,100.677,0.7,39.171,0.7,100.193,0.2,101.761,1.8,100.871,0.9,143700.396,0.9,99.975,0.0,0.7,2254.314,3668.544,0.2,100.168,0.2,99.423,-0.6,99.388,-0.6,35.239,-0.6,99.58,-0.4,129275.633,-0.4,100.702,0.7,238205.892,1.9
Maryland,Private Nonfarm,2014,101.06,0.3,102.558,1.9,39.903,1.9,101.525,1.3,103.581,1.8,104.122,3.2,148332.569,3.2,100.091,0.1,0.3,2261.258,3717.33,1.3,101.618,1.4,100.552,1.1,99.286,-0.1,35.203,-0.1,100.8,1.2,130859.902,1.2,102.465,1.8,245975.324,3.3
Maryland,Private Nonfarm,2015,102.493,1.4,105.063,2.4,40.878,2.4,103.412,1.9,105.855,2.2,108.648,4.3,154778.936,4.3,100.939,0.8,1.4,2293.32,3786.408,1.9,104.383,2.7,101.844,1.3,102.102,2.8,36.201,2.8,105.585,4.7,137072.039,4.7,104.085,1.6,258214.95,5.0
Maryland,Private Nonfarm,2016,104.115,1.6,107.372,2.2,41.776,2.2,104.74,1.3,107.353,1.4,112.461,3.5,160212.067,3.5,104.309,3.3,1.6,2329.609,3835.018,1.3,109.253,4.7,104.935,3.0,103.69,1.6,36.764,1.6,108.604,2.9,140991.374,2.9,102.937,-1.1,274085.61,6.1
Maryland,Private Nonfarm,2017,106.795,2.6,108.379,0.9,42.168,0.9,107.935,3.1,108.642,1.2,116.979,4.0,166648.383,4.0,102.234,-2.0,2.6,2389.58,3952.023,3.1,110.347,1.0,103.326,-1.5,102.493,-1.2,36.34,-1.2,110.626,1.9,143615.857,1.9,106.011,3.0,280154.393,2.2
Maryland,Private Nonfarm,2018,108.344,1.5,110.919,2.3,43.156,2.3,110.252,2.1,110.634,1.8,122.29,4.5,174214.347,4.5,103.211,1.0,1.5,2424.24,4036.84,2.1,113.792,3.1,105.029,1.6,103.068,0.6,36.544,0.6,113.634,2.7,147520.926,2.7,107.468,1.4,294199.598,5.0
Maryland,Private Nonfarm,2019,108.4,0.1,115.423,4.1,44.908,4.1,108.826,-1.3,112.821,2.0,125.61,2.7,178943.856,2.7,106.64,3.3,0.1,2425.494,3984.637,-1.3,116.052,2.0,107.059,1.9,105.348,2.2,37.352,2.2,114.645,0.9,148833.86,0.9,108.236,0.7,305972.288,4.0
Massachusetts,Private Nonfarm,2007,98.721,,88.42,,41.479,,100.809,,93.71,,89.136,,209062.846,,89.739,,,3111.518,5040.27,,90.465,,91.637,,96.614,,42.658,,97.396,,215005.423,,98.53,,307209.675,
Massachusetts,Private Nonfarm,2008,99.264,0.6,90.589,2.5,42.496,2.5,101.326,0.5,94.471,0.8,91.79,3.0,215288.925,3.0,90.131,0.4,0.5,3128.631,5066.132,0.5,91.327,1.0,92.004,0.4,95.286,-1.4,42.071,-1.4,96.549,-0.9,213136.635,-0.9,100.508,2.0,312654.285,1.8
Massachusetts,Private Nonfarm,2009,95.639,-3.7,89.924,-0.7,42.184,-0.7,96.6,-4.7,95.987,1.6,86.866,-5.4,203739.535,-5.4,93.386,3.6,-3.7,3014.36,4829.815,-4.7,90.211,-1.2,94.324,2.5,95.157,-0.1,42.014,-0.1,91.921,-4.8,202919.76,-4.8,96.292,-4.2,313791.503,0.4
Massachusetts,Private Nonfarm,2010,96.225,0.6,92.715,3.1,43.493,3.1,97.683,1.1,96.455,0.5,90.567,4.3,212420.022,4.3,97.0,3.9,0.6,3032.85,4884.001,1.1,94.753,5.0,98.47,4.4,96.47,1.4,42.594,1.4,94.235,2.5,208027.132,2.5,95.582,-0.7,331198.733,5.5
Massachusetts,Private Nonfarm,2011,98.301,2.2,97.464,5.1,45.721,5.1,98.278,0.6,97.83,1.4,95.786,5.8,224661.264,5.8,98.396,1.4,2.2,3098.268,4913.74,0.6,96.702,2.1,98.374,-0.1,98.513,2.1,43.496,2.1,96.817,2.7,213726.918,2.7,99.053,3.6,342827.713,3.5
Massachusetts,Private Nonfarm,2012,100.0,1.7,100.0,2.6,46.911,2.6,100.0,1.8,100.0,2.2,100.0,4.4,234544.698,4.4,100.0,1.6,1.7,3151.823,4999.832,1.8,100.0,3.4,100.0,1.7,100.0,1.5,44.152,1.5,100.0,3.3,220754.233,3.3,100.0,1.0,362384.533,5.7
Massachusetts,Private Nonfarm,2013,100.067,0.1,100.11,0.1,46.962,0.1,100.845,0.8,102.002,2.0,100.956,1.0,236787.939,1.0,99.276,-0.7,0.1,3153.945,5042.096,0.8,100.115,0.1,100.048,0.0,98.557,-1.4,43.515,-1.4,99.39,-0.6,219407.545,-0.6,100.841,0.8,370062.944,2.1
Massachusetts,Private Nonfarm,2014,102.196,2.1,103.059,2.9,48.345,2.9,103.08,2.2,103.994,2.0,106.233,5.2,249163.907,5.2,99.316,0.0,2.1,3221.036,5153.819,2.2,102.375,2.3,100.175,0.1,99.21,0.7,43.803,0.7,102.265,2.9,225754.843,2.9,103.768,2.9,385807.406,4.3
Massachusetts,Private Nonfarm,2015,103.292,1.1,106.733,3.6,50.069,3.6,104.779,1.6,106.299,2.2,111.833,5.3,262298.159,5.3,102.337,3.0,1.1,3255.595,5238.757,1.6,107.227,4.7,103.809,3.6,102.294,3.1,45.165,3.1,107.182,4.8,236608.609,4.8,104.296,0.5,413048.912,7.1
Massachusetts,Private Nonfarm,2016,105.315,2.0,107.608,0.8,50.479,0.8,106.897,2.0,107.925,1.5,115.029,2.9,269795.582,2.9,102.249,-0.1,2.0,3319.351,5344.662,2.0,109.301,1.9,103.784,0.0,100.43,-1.8,44.342,-1.8,107.356,0.2,236993.27,0.2,105.241,0.9,427480.157,3.5
Massachusetts,Private Nonfarm,2017,107.277,1.9,112.055,4.1,52.566,4.1,108.705,1.7,109.452,1.4,121.81,5.9,285698.009,5.9,103.331,1.1,1.9,3381.194,5435.067,1.7,112.326,2.8,104.706,0.9,102.601,2.2,45.301,2.2,111.532,3.9,246211.597,3.9,108.443,3.0,445526.583,4.2
Massachusetts,Private Nonfarm,2018,108.453,1.1,117.042,4.5,54.905,4.4,109.862,1.1,111.624,2.0,128.584,5.6,301587.105,5.6,105.809,2.4,1.1,3418.232,5492.912,1.1,116.243,3.5,107.184,2.4,104.052,1.4,45.941,1.4,114.313,2.5,252351.062,2.5,110.616,2.0,470212.592,5.5
Massachusetts,Private Nonfarm,2019,109.922,1.4,122.744,4.9,57.58,4.9,110.447,0.5,113.619,1.8,135.567,5.4,317964.53,5.4,108.274,2.3,1.4,3464.55,5522.172,0.5,119.585,2.9,108.791,1.5,107.182,3.0,47.323,3.0,118.38,3.6,261328.204,3.6,113.364,2.5,492379.426,4.7
Michigan,Private Nonfarm,2007,107.07,,92.575,,31.853,,108.806,,92.037,,100.726,,208945.249,,96.05,,,3907.184,6559.66,,104.508,,97.607,,101.797,,37.188,,110.761,,243941.19,,96.381,,329050.681,
Michigan,Private Nonfarm,2008,103.548,-3.3,95.698,3.4,32.928,3.4,102.839,-5.5,92.858,0.9,98.415,-2.3,204150.086,-2.3,94.766,-1.3,-3.3,3778.645,6199.968,-5.5,97.457,-6.7,94.118,-3.6,101.3,-0.5,37.006,-0.5,104.176,-5.9,229438.378,-5.9,100.983,4.8,309587.391,-5.9
Michigan,Private Nonfarm,2009,95.188,-8.1,97.007,1.4,33.378,1.4,92.236,-10.3,96.821,4.3,89.476,-9.1,185607.383,-9.1,94.585,-0.2,-8.1,3473.587,5560.737,-10.3,87.242,-10.5,91.652,-2.6,103.236,1.9,37.714,1.9,95.221,-8.6,209715.768,-8.6,102.561,1.6,288964.278,-6.7
Michigan,Private Nonfarm,2010,95.242,0.1,97.103,0.1,33.411,0.1,93.204,1.0,96.656,-0.2,90.504,1.1,187740.12,1.1,100.215,6.0,0.1,3475.561,5619.1,1.0,93.405,7.1,98.071,7.0,102.146,-1.1,37.315,-1.1,95.205,0.0,209679.224,0.0,96.894,-5.5,308851.454,6.9
Michigan,Private Nonfarm,2011,98.288,3.2,98.3,1.2,33.823,1.2,97.85,5.0,97.362,0.7,96.186,6.3,199526.746,6.3,99.203,-1.0,3.2,3586.705,5899.171,5.0,97.07,3.9,98.76,0.7,100.369,-1.7,36.666,-1.7,98.211,3.2,216301.619,3.2,99.09,2.3,323313.496,4.7
Michigan,Private Nonfarm,2012,100.0,1.7,100.0,1.7,34.408,1.7,100.0,2.2,100.0,2.7,100.0,4.0,207438.295,4.0,100.0,0.8,1.7,3649.17,6028.792,2.2,100.0,3.0,100.0,1.3,100.0,-0.4,36.531,-0.4,100.0,1.8,220240.787,1.8,100.0,0.9,342097.69,5.8
Michigan,Private Nonfarm,2013,102.491,2.5,100.366,0.4,34.534,0.4,102.13,2.1,101.733,1.7,102.504,2.5,212632.398,2.5,99.592,-0.4,2.5,3740.089,6157.208,2.1,101.713,1.7,99.241,-0.8,99.111,-0.9,36.207,-0.9,101.222,1.2,222932.889,1.2,100.777,0.8,353990.355,3.5
Michigan,Private Nonfarm,2014,103.806,1.3,102.457,2.1,35.253,2.1,104.091,1.9,103.775,2.0,106.648,4.0,221228.752,4.0,100.04,0.4,1.3,3788.057,6275.401,1.9,104.133,2.4,100.315,1.1,100.232,1.1,36.616,1.1,104.333,3.1,229782.731,3.1,102.416,1.6,369682.386,4.4
Michigan,Private Nonfarm,2015,106.94,3.0,106.015,3.5,36.478,3.5,107.486,3.3,107.03,3.1,113.951,6.8,236378.432,6.8,99.539,-0.5,3.0,3902.422,6480.092,3.3,106.99,2.7,100.047,-0.3,104.213,4.0,38.071,4.0,112.015,7.4,246701.886,7.4,106.506,4.0,391740.464,6.0
Michigan,Private Nonfarm,2016,109.04,2.0,108.975,2.8,37.496,2.8,109.365,1.7,108.619,1.5,119.18,4.6,247225.791,4.6,100.338,0.8,2.0,3979.043,6593.386,1.7,109.735,2.6,100.637,0.6,106.095,1.8,38.758,1.8,116.03,3.6,255546.312,3.6,108.608,2.0,407755.002,4.1
Michigan,Private Nonfarm,2017,109.703,0.6,112.057,2.8,38.557,2.8,110.356,0.9,109.716,1.0,123.662,3.8,256522.152,3.8,101.017,0.7,0.6,4003.235,6653.133,0.9,111.478,1.6,101.619,1.0,106.834,0.7,39.028,0.7,117.898,1.6,259659.782,1.6,110.929,2.1,418419.717,2.6
Michigan,Private Nonfarm,2018,111.018,1.2,114.781,2.4,39.494,2.4,112.124,1.6,111.41,1.5,128.697,4.1,266966.926,4.1,102.194,1.2,1.2,4051.227,6759.713,1.6,114.584,2.8,103.212,1.6,107.396,0.5,39.233,0.5,120.417,2.1,265206.696,2.1,112.317,1.3,436716.479,4.4
Michigan,Private Nonfarm,2019,111.297,0.3,119.048,3.7,40.962,3.7,110.913,-1.1,113.45,1.8,132.04,2.6,273902.014,2.6,104.044,1.8,0.3,4061.423,6686.723,-1.1,115.398,0.7,103.685,0.5,109.41,1.9,39.969,1.9,121.35,0.8,267262.17,0.8,114.421,1.9,447873.433,2.6
Minnesota,Private Nonfarm,2007,102.776,,89.518,,33.378,,103.458,,91.962,,92.613,,137966.583,,93.212,,,2548.334,4133.489,,96.435,,93.83,,99.578,,38.168,,103.021,,157766.926,,96.037,,210119.924,
Minnesota,Private Nonfarm,2008,101.904,-0.8,93.558,4.5,34.884,4.5,101.803,-1.6,92.949,1.1,95.245,2.8,141886.87,2.8,94.625,1.5,-0.8,2526.706,4067.375,-1.6,96.332,-0.1,94.532,0.7,100.184,0.6,38.4,0.6,101.99,-1.0,156188.165,-1.0,98.872,3.0,212146.998,1.0
Minnesota,Private Nonfarm,2009,97.298,-4.5,94.378,0.9,35.19,0.9,94.305,-7.4,95.203,2.4,89.003,-6.6,132588.052,-6.6,97.901,3.5,-4.5,2412.499,3767.802,-7.4,92.326,-4.2,94.89,0.4,101.078,0.9,38.743,0.9,95.322,-6.5,145976.388,-6.5,96.401,-2.5,208255.968,-1.8
Minnesota,Private Nonfarm,2010,96.514,-0.8,96.875,2.6,36.121,2.6,95.173,0.9,95.879,0.7,92.199,3.6,137348.524,3.6,101.102,3.3,-0.8,2393.078,3802.482,0.9,96.222,4.2,99.697,5.1,102.647,1.6,39.345,1.6,97.693,2.5,149607.393,2.5,95.818,-0.6,218587.071,5.0
Minnesota,Private Nonfarm,2011,98.472,2.0,99.234,2.4,37.0,2.4,98.007,3.0,97.598,1.8,97.256,5.5,144882.605,5.5,100.993,-0.1,2.0,2441.614,3915.695,3.0,98.98,2.9,100.516,0.8,101.848,-0.8,39.038,-0.8,99.818,2.2,152862.081,2.2,98.258,2.5,228883.108,4.7
Minnesota,Private Nonfarm,2012,100.0,1.6,100.0,0.8,37.286,0.8,100.0,2.0,100.0,2.5,100.0,2.8,148970.402,2.8,100.0,-1.0,1.6,2479.502,3995.334,2.0,100.0,1.0,100.0,-0.5,100.0,-1.8,38.33,-1.8,100.0,0.2,153140.76,0.2,100.0,1.8,236931.878,3.5
Minnesota,Private Nonfarm,2013,101.052,1.1,100.967,1.0,37.647,1.0,101.5,1.5,101.557,1.6,102.482,2.5,152667.937,2.5,101.293,1.3,1.1,2505.592,4055.272,1.5,102.812,2.8,101.742,1.7,99.596,-0.4,38.175,-0.4,101.09,1.1,154810.217,1.1,99.679,-0.3,247387.123,4.4
Minnesota,Private Nonfarm,2014,102.902,1.8,103.625,2.6,38.638,2.6,104.265,2.7,103.226,1.6,108.045,5.4,160954.413,5.4,102.446,1.1,1.8,2551.468,4165.749,2.7,106.816,3.9,103.803,2.0,100.512,0.9,38.526,0.9,104.799,3.7,160490.725,3.7,101.151,1.5,261245.217,5.6
Minnesota,Private Nonfarm,2015,105.153,2.2,106.543,2.8,39.726,2.8,106.828,2.5,105.35,2.1,113.817,5.3,169554.132,5.3,101.246,-1.2,2.2,2607.279,4268.128,2.5,108.159,1.3,102.858,-0.9,103.494,3.0,39.669,3.0,110.56,5.5,169312.758,5.5,105.232,4.0,269973.779,3.3
Minnesota,Private Nonfarm,2016,106.832,1.6,108.757,2.1,40.551,2.1,108.387,1.5,106.57,1.2,117.879,3.6,175604.355,3.6,102.557,1.3,1.6,2648.914,4330.432,1.5,111.158,2.8,104.049,1.2,103.765,0.3,39.773,0.3,112.468,1.7,172234.539,1.7,106.046,0.8,280673.512,4.0
Minnesota,Private Nonfarm,2017,108.375,1.4,111.317,2.4,41.506,2.4,109.986,1.5,108.056,1.4,122.434,3.9,182390.464,3.9,103.16,0.6,1.4,2687.16,4394.323,1.5,113.461,2.1,104.693,0.6,103.9,0.1,39.825,0.1,114.276,1.6,175003.698,1.6,107.908,1.8,290484.167,3.5
Minnesota,Private Nonfarm,2018,109.164,0.7,115.66,3.9,43.125,3.9,110.265,0.3,110.5,2.3,127.533,4.2,189985.72,4.2,105.873,2.6,0.7,2706.719,4405.469,0.3,116.741,2.9,106.941,2.1,105.922,1.9,40.6,1.9,116.795,2.2,178860.87,2.2,109.244,1.2,305638.019,5.2
Minnesota,Private Nonfarm,2019,110.606,1.3,120.05,3.8,44.762,3.8,110.891,0.6,112.297,1.6,133.125,4.4,198316.594,4.4,106.76,0.8,1.3,2742.487,4430.486,0.6,118.387,1.4,107.035,0.1,107.989,2.0,41.392,2.0,119.751,2.5,183387.054,2.5,112.449,2.9,314988.57,3.1
Mississippi,Private Nonfarm,2007,107.825,,88.284,,23.515,,108.084,,91.512,,95.421,,40696.959,,92.99,,,1001.824,1730.715,,100.507,,93.213,,98.118,,30.313,,106.049,,52462.529,,94.94,,69437.521,
Mississippi,Private Nonfarm,2008,106.019,-1.7,92.222,4.5,24.563,4.5,105.269,-2.6,93.266,1.9,97.081,1.7,41404.735,1.7,97.72,5.1,-1.7,985.036,1685.642,-2.6,102.869,2.4,97.03,4.1,98.664,0.6,30.481,0.6,103.863,-2.1,51380.833,-2.1,94.373,-0.6,72432.071,4.3
Mississippi,Private Nonfarm,2009,100.161,-5.5,93.905,1.8,25.012,1.8,99.44,-5.5,94.121,0.9,93.379,-3.8,39826.088,-3.8,96.777,-1.0,-5.5,930.612,1592.305,-5.5,96.235,-6.4,96.081,-1.0,101.496,2.9,31.356,2.9,100.928,-2.8,49929.032,-2.8,97.032,2.8,68381.561,-5.6
Mississippi,Private Nonfarm,2010,99.015,-1.1,93.951,0.0,25.024,0.0,99.856,0.4,95.318,1.3,93.816,0.5,40012.354,0.5,97.986,1.2,-1.1,919.961,1598.967,0.4,97.845,1.7,98.819,2.8,98.811,-2.6,30.527,-2.6,98.669,-2.2,48811.628,-2.2,95.882,-1.2,70410.065,3.0
Mississippi,Private Nonfarm,2011,98.771,-0.2,95.332,1.5,25.392,1.5,98.885,-1.0,97.456,2.2,94.269,0.5,40205.466,0.5,99.023,1.1,-0.2,917.695,1583.415,-1.0,97.919,0.1,99.138,0.3,97.105,-1.7,30.0,-1.7,96.023,-2.7,47502.357,-2.7,96.272,0.4,72043.956,2.3
Mississippi,Private Nonfarm,2012,100.0,1.2,100.0,4.9,26.635,4.9,100.0,1.1,100.0,2.6,100.0,6.1,42649.798,6.1,100.0,1.0,1.2,929.117,1601.27,1.1,100.0,2.1,100.0,0.9,100.0,3.0,30.894,3.0,100.0,4.1,49469.953,4.1,100.0,3.9,75495.35,4.8
Mississippi,Private Nonfarm,2013,100.738,0.7,101.064,1.1,26.918,1.1,100.511,0.5,101.71,1.7,101.58,1.6,43323.87,1.6,98.089,-1.9,0.7,935.973,1609.451,0.5,98.591,-1.4,97.868,-2.1,98.79,-1.2,30.52,-1.2,99.295,-0.7,49120.996,-0.7,103.033,3.0,75704.092,0.3
Mississippi,Private Nonfarm,2014,101.723,1.0,102.521,1.4,27.307,1.4,101.942,1.4,103.828,2.1,104.513,2.9,44574.376,2.9,98.179,0.1,1.0,945.125,1632.372,1.4,100.086,1.5,98.391,0.5,99.686,0.9,30.797,0.9,101.622,2.3,50272.406,2.3,104.423,1.3,78452.482,3.6
Mississippi,Private Nonfarm,2015,103.321,1.6,104.971,2.4,27.959,2.4,102.188,0.2,105.478,1.6,107.267,2.6,45749.341,2.6,98.46,0.3,1.6,959.971,1636.299,0.2,100.614,0.5,97.38,-1.0,101.903,2.2,31.482,2.2,104.132,2.5,51513.985,2.5,106.613,2.1,80119.667,2.1
Mississippi,Private Nonfarm,2016,103.868,0.5,106.738,1.7,28.43,1.7,101.516,-0.7,106.326,0.8,108.356,1.0,46213.533,1.0,99.418,1.0,0.5,965.06,1625.543,-0.7,100.925,0.3,97.166,-0.2,102.641,0.7,31.71,0.7,104.196,0.1,51545.949,0.1,107.363,0.7,81013.753,1.1
